タイプ,タイトル,URL,入力項目数,問題
入力不可,"株式会社コアシステムズ - 商品を生み出し、市場を創る。","https://www.coasystems.net/news/4426/",0,"❌ 入力できる項目なし"
不完全,"Dxの取り組み | 福山通運","https://corp.fukutsu.co.jp/corp/inquiry/entry/",19,"⚠️ 名前未入力"
不完全,"企業詳細|ひろしまワークス - 広島で見つける仕事と暮らし","https://www.hiroshimaworks.jp/check/form/1",30,"⚠️ 名前未入力; ⚠️ メール未入力; ⚠️ メッセージ未入力"
不完全,"電話番号0849431422は株式会社エクサ福山システム開発部","https://www.telnavi.jp/inquiry/",4,"⚠️ 名前未入力; ⚠️ メッセージ未入力"
不完全,"システム開発 | 株式会社コトブキソリューション","https://www.ksol.jp/contact/",6,"⚠️ 名前未入力; ⚠️ メッセージ未入力; ⚠️ 会社名未入力"
不完全,"株式会社ジテック | 広島(東広島市・呉市)のシステム開発・ホームページ制作・ロゴデザインの会社","https://gtec-inc.co.jp/contact/",4,"⚠️ 名前未入力"
不完全,"株式会社ラキール呉オフィスの開設及び子会社(株式会社ラキール呉)の設立について - 呉市ホームページ","https://www.city.kure.lg.jp/form/detail.php?sec_sec1=38&inq=02&lif_id=161709",6,"⚠️ 会社名未入力"
入力不可,"会社概要 | Jmuシステムズ","https://jmusystems.co.jp/contact/",0,"❌ 入力できる項目なし"
入力不可,"Ocean Remote Sensing Center - Hiroshima University","https://ors-center.hiroshima-u.ac.jp/contact/",0,"❌ 入力できる項目なし"
不完全,"MedakaService|広島・東広島のシステム開発・DX支援会社","https://medakaservice.company/#contact",4,"⚠️ 会社名未入力"
入力不可,"株式会社デスクワークラボ - 東広島のデジタル化をサポート","https://deskworklabo.jp/itadvise/",0,"❌ 入力できる項目なし"
入力不可,"入札・契約・事業者募集/東広島市ホームページ - Higashihiroshima","https://www.city.higashihiroshima.lg.jp/toiawase.html",0,"❌ 入力できる項目なし"
不完全,"東広島市のカーエアコンシステム開発・製造・販売会社ホーム ...","https://lights-lab.jp/contact.html",2,"⚠️ メッセージ未入力; ⚠️ 会社名未入力; ⚠️ 入力項目が少ない (2項目のみ)"
入力不可,"株式会社コムコシステム","https://www.comcosystem.co.jp/contactmail/",0,"❌ 入力できる項目なし"
不完全,"\商品開発をサポートする新サービス誕生!「アトリエシステム ...","https://hi-biz.jp/reserve/",3,"⚠️ 名前未入力; ⚠️ メッセージ未入力"
不完全,"ピーエスケー株式会社","https://www.psk-system.co.jp/contact-us/",4,"⚠️ 会社名未入力"
入力不可,"会社案内 | 株式会社日本クライメイトシステムズ","https://www.jcsaircon.co.jp/information/",0,"❌ 入力できる項目なし"
入力不可,"広島大学 自然科学研究支援開発センター 機器共用・分析部門 ...","https://facility-mgmt.hiroshima-u.ac.jp/contact.html",0,"❌ 入力できる項目なし"
不完全,"有限会社東広島システム工房の詳細 | SpotsNinja","https://aeolia.co.jp/spotsninja/contact",3,"⚠️ 会社名未入力"
入力不可,"尾道市で業務にフィットするWEBシステム開発|HRACN","https://www.hracn.com/service/corporate-wellness/",0,"❌ 入力できる項目なし"
不完全,"【株式会社パイオニア電子計算センター】尾道のIT・システム開発","https://pdpc.co.jp/?page_id=13",5,"⚠️ メッセージ未入力"
不完全,"設備内容|株式会社 尾道開発","https://www.onomichikaihatsu.com/contact.html",2,"⚠️ 名前未入力; ⚠️ 会社名未入力; ⚠️ 入力項目が少ない (2項目のみ)"
不完全,"各種申請・届出・電子申請 - 尾道市ホームページ - Onomichi","https://www.city.onomichi.hiroshima.jp/form/detail.php?sec_sec1=11",6,"⚠️ 会社名未入力"
不完全,"水素燃料船の実証運航に向けて基本設計承認(AiP)を取得|尾道 ...","https://onozo.co.jp/ja/contact",4,"⚠️ 会社名未入力"
不完全,"12月or1月/シフト制/尾道市/生産管理システムの保守開発 ...","https://www.ats-jp.com/contact/",5,"⚠️ 会社名未入力"
入力不可,"次期廿日市市総合計画の計画名称、基本理念および将来像(案 ...","https://www.city.hatsukaichi.hiroshima.jp/soshiki/12/18984.html",0,"❌ 入力できる項目なし"
不完全,"システム開発拠点 Ict Kōbō® Miyajima|実績|Toppan ...","https://forest.toppan.com/form/expace_privacy.html",5,"⚠️ 名前未入力"
入力不可,"事業者の紹介・山口システム開発株式会社 - 山口県ホームページ","https://www.pref.yamaguchi.lg.jp/soshiki/37/16342.html#sp_headline_5",0,"❌ 入力できる項目なし"
不完全,"山口システム開発の概要 - Weblio 辞書","https://help.weblio.jp/feedback",3,"⚠️ 名前未入力; ⚠️ 会社名未入力"
不完全,"株式会社スペック | 山口県宇部市でシステムやソフトウェアの ...","https://spec-net.co.jp/contact/",2,"⚠️ メッセージ未入力; ⚠️ 会社名未入力; ⚠️ 入力項目が少ない (2項目のみ)"
入力不可,"Nippon Computer System HOME PAGE -- 山口県下関市 ...","https://ncs-eng.co.jp/publics/index/5/",0,"❌ 入力できる項目なし"
不完全,"株式会社MYT","https://my-technology.co.jp/contactUsPage",5,"⚠️ 会社名未入力"
入力不可,"下関市の都市計画 - 下関市 - Shimonoseki","https://www.city.shimonoseki.lg.jp/soshiki/73/2613.html#sp_headline_46",0,"❌ 入力できる項目なし"
入力不可,"会社概要 - シーモール(Seamall)のホームページ-下関商業 ...","https://www.seamall.jp/gaiyou/?page_id=363",0,"❌ 入力できる項目なし"
不完全,"ホームページ制作・システム開発 | 【下関・北九州・福岡 ...","https://archivect.com/contact/",4,"⚠️ メッセージ未入力; ⚠️ 会社名未入力"
入力不可,"下関市のシステム開発のtranslate piyu in tagalog translation ...","https://mtke-job.jp/list/c[]=2&keyword=translate%20piyu%20in%20tagalog%20translation&t[]=241",0,"❌ 入力できる項目なし"
不完全,"株式会社エイム","https://www.aim-it.jp/contact",4,"⚠️ 会社名未入力"
不完全,"システム開発・ホームページ制作・Itコンサルティング | 有限 ...","https://tt-inc.co.jp/contact/",6,"⚠️ 名前未入力"
不完全,"株式会社 宇部情報システム - 情報通信業|うべ企業情報ナビ","https://www.bm-ube.jp/contact/",4,"⚠️ 名前未入力; ⚠️ 会社名未入力"
入力不可,"株式会社 宇部情報システム-山口県周南市企業情報 ...","https://www.shunan-marketing.jp/html/contact/",0,"❌ 入力できる項目なし"
入力不可,"周南システム産業株式会社","https://www.shunan.co.jp/module/mform.php",0,"❌ 入力できる項目なし"
不完全,"会社概要|情報システム株式会社","https://iscnet.co.jp/contact/",3,"⚠️ メール未入力"
不完全,"有限会社ティー・エヌ・ライフシステムズ | 徳山高専テクノ ...","https://hands-partners.co.jp/kousennavi/%e3%81%8a%e5%95%8f%e5%90%88%e3%81%9b/",3,"⚠️ メッセージ未入力; ⚠️ 会社名未入力"
入力不可,"周南システム産業のシステム建築について","https://www.daiwalease.co.jp/contact/F-2.html",0,"❌ 入力できる項目なし"
入力不可,"山口県周南市のホームページ作成・Web制作なら|bloomin'","https://bloo-min.com/#contact",0,"❌ 入力できる項目なし"
不完全,"施工実績・実例 | (株)東和開発","https://www.towa-kaihatu.com/blank-6",4,"⚠️ 名前未入力; ⚠️ 会社名未入力"
入力不可,"TOP|徳山システム株式会社","https://www.tokusys.co.jp/contact.html",0,"❌ 入力できる項目なし"
入力不可,"株式会社トクヤマ先進技術事業化センターにおける赤い羽根 ...","https://yanai-syakyo.or.jp/details/advice/",0,"❌ 入力できる項目なし"
不完全,"山口県周南市 トップページ","https://www.city.shunan.lg.jp/site/akiyataisaku/112553.html",1,"⚠️ 名前未入力; ⚠️ メール未入力; ⚠️ メッセージ未入力; ⚠️ 入力項目が少ない (1項目のみ)"
不完全,"自社開発製品について 山口県 周南市で計測器の販売・レンタル ...","https://www.systemkeisoku.co.jp/contact/",5,"⚠️ 名前未入力; ⚠️ メッセージ未入力; ⚠️ 会社名未入力"
不完全,"企業情報 - 株式会社アイテックス","https://www.itecsnet.co.jp/contact",8,"⚠️ 名前未入力"
不完全,"It | 岩国カンパニーガイド","https://www.iwakuni-company.jp/contact/",3,"⚠️ 会社名未入力"
不完全,"都市開発部 - 岩国市","https://www.city.iwakuni.lg.jp/form/detail.php?sec_sec1=44",6,"⚠️ 会社名未入力"
不完全,"帝人株式会社 岩国開発センター | 革新的セパレータ「リエル ...","https://inquiry.teijin.co.jp/form/contact_li_jp.html",15,"⚠️ 名前未入力; ⚠️ メール未入力"
不完全,"AR・Web制作会社 - プラージュ","https://www.prage.jp/contact",4,"⚠️ 名前未入力; ⚠️ メッセージ未入力"
不完全,"有限会社 エヌ・ケイ・システム 【公式】 Home","https://nksystem.info/contact.php",3,"⚠️ 名前未入力; ⚠️ メッセージ未入力"
入力不可,"米軍の新型ミサイルシステム「タイフォン」に中国反発 相手 ...","https://www.tv-asahi.co.jp/contact/",0,"❌ 入力できる項目なし"
不完全,"有限会社システムウイング","https://systemwing.sakura.ne.jp/mail/contact.html",2,"⚠️ 名前未入力; ⚠️ メッセージ未入力; ⚠️ 会社名未入力; ⚠️ 入力項目が少ない (2項目のみ)"
入力不可,"ごみ焼却炉92日間完全自動運転を実現 ~自動運転システムの ...","https://www.jfe-eng.co.jp/form/toiawase.html",0,"❌ 入力できる項目なし"
不完全,"電話番号0827282985の詳細情報「岩国情報システム有限責任 ...","https://www.jpnumber.com/numberinfo_092_474_6287.html",1,"⚠️ 名前未入力; ⚠️ メッセージ未入力; ⚠️ 会社名未入力; ⚠️ 入力項目が少ない (1項目のみ)"
入力不可,"山口県防府市のPOSシステムぎが","https://www.systemgiga.com/p8_contact/index.html",0,"❌ 入力できる項目なし"
入力不可,"都市計画課 - 防府市公式ホームページ - Hofu","https://www.city.hofu.yamaguchi.jp/site/akiya/muryousoudan.html",0,"❌ 入力できる項目なし"
不完全,"会社概要 | システム開発・インフラ構築のソルコム","https://solcom-net.co.jp/html/contact/",4,"⚠️ 名前未入力"
入力不可,"情報システム事業部|建築資材・エネルギー|株式会社 三友","https://san-yu.co.jp/inquiry/index.html",0,"❌ 入力できる項目なし"
不完全,"日本システム開発株式会社 | Turn Up 徳島","https://turnup.tokushima.jp/entry",7,"⚠️ 会社名未入力"
入力不可,"会社案内 | グローバルシステムズ株式会社","https://www.gss-sys.co.jp/inquiry/",0,"❌ 入力できる項目なし"
不完全,"日本システム開発株式会社 | 徳島商工会議所","https://www.tokushimacci.or.jp/contact/",5,"⚠️ 会社名未入力"
入力不可,"徳島のソフトウェア開発・システム構築有限会社ユー・テック","https://www.u-tech.co.jp/contact/",0,"❌ 入力できる項目なし"
不完全,"香川県のシステム・アプリ開発はシステムデザインへ|香川県の ...","https://sdesign.co.jp/inquiry",4,"⚠️ 会社名未入力"
不完全,"ITコンサルティング・業務システム開発のシャハル","https://shachar.jp/contact/",6,"⚠️ 会社名未入力"
不完全,"徳島・高松のシステム開発 | アイテム株式会社【公式】 - Aitem","https://www.aitem.co.jp/seesmile/Home/Contact",5,"⚠️ メッセージ未入力"
不完全,"株式会社コバヤシ|徳島のホームページ制作・WEBシステム開発","https://kmc-soft.net/contact/",5,"⚠️ 会社名未入力"
不完全,"徳島 ホームページ制作(Webサイト制作)・PHPシステム開発 ...","http://shape-design.jp/inquiry/",5,"⚠️ 名前未入力"
入力不可,"システムエンジニア 日本システム開発株式会社 - 徳島県 ...","https://trial-syuurou.pref.tokushima.lg.jp/#contact",0,"❌ 入力できる項目なし"
入力不可,"ソフトウェア設計および実験 | 徳島大学 理工学部 理工学科 ...","https://www.is.tokushima-u.ac.jp/wp/%E3%82%BD%E3%83%95%E3%83%88%E3%82%A6%E3%82%A7%E3%82%A2%E8%A8%AD%E8%A8%88%E3%81%8A%E3%82%88%E3%81%B3%E5%AE%9F%E9%A8%93/#",0,"❌ 入力できる項目なし"
入力不可,"徳島ソフトウェア開発|ビザンコマース株式会社","https://www.bizan.com/asp/newsitem.asp?nw_id=277",0,"❌ 入力できる項目なし"
入力不可,"阿南市","https://www.city.anan.tokushima.jp/docs/2010100400011/#otoiawase",0,"❌ 入力できる項目なし"
不完全,"システム開発エンジニア/未経験から3カ月研修でitエンジニア ...","https://job.selva-i.co.jp/entry/form/step",4,"⚠️ 名前未入力; ⚠️ メッセージ未入力; ⚠️ 会社名未入力"
不完全,"ナノテクノロジーをレーザー加工で追求する北大発ベンチャー ...","https://www.independents.jp/consulting-form",3,"⚠️ 名前未入力"
入力不可,"事業所の詳細 | 認知症対応型共同生活介護事業所 阿南向日葵 ...","https://www.kaigokensaku.mhlw.go.jp/36/index.php?action_kouhyou_pref_contact_index=true&TargetCd=36",0,"❌ 入力できる項目なし"
入力不可,"香川県高松市のソフトウェア開発 株式会社 更紗ネオクリエイト","https://saranc.co.jp/#contact",0,"❌ 入力できる項目なし"
不完全,"システム開発・ホームページ制作・セキュリティ対策|香川県","https://bitcommunications.info/info/",3,"⚠️ 会社名未入力"
不完全,"Webアプリケーション・スマホアプリなら香川・高松の【K ...","https://www.ksyssol.co.jp/contact/",3,"⚠️ 会社名未入力"
不完全,"アイシステムは、香川県のソフトウエア開発を行う会社です ...","http://xn--ccke1di9d4h.com/script/mailform/form/",3,"⚠️ 名前未入力; ⚠️ 会社名未入力"
入力不可,"システム開発 - 株式会社サンコー","https://www.sancoh.co.jp/category/contact",0,"❌ 入力できる項目なし"
入力不可,"ヤマトシステム開発株式会社 | ワクサポかがわ","https://www.wskagawa.jp/index.php?prog=pub_choicereserve&exec=top",0,"❌ 入力できる項目なし"
入力不可,"ソフト開発事業部 | 事業内容 | 株式会社 穴吹カレッジサービス","https://anabuki-cs.jp/contact/",0,"❌ 入力できる項目なし"
不完全,"会社概要 - K システム ソリューション","https://www.ksysllc.co.jp/contact",3,"⚠️ 名前未入力; ⚠️ メッセージ未入力; ⚠️ 会社名未入力"
不完全,"企業情報 - 会社概要|三光システム","https://sankou-sys.co.jp/contact",2,"⚠️ メッセージ未入力; ⚠️ 会社名未入力; ⚠️ 入力項目が少ない (2項目のみ)"
不完全,"三好製作所|Webクラウドシステム開発ならおまかせ|香川県 ...","https://www.miyoshifactory.co.jp/contact/",2,"⚠️ 名前未入力; ⚠️ メッセージ未入力; ⚠️ 会社名未入力; ⚠️ 入力項目が少ない (2項目のみ)"
入力不可,"会社概要 | 株式会社アポロシステム","https://www.apollosystem.co.jp/contact.html",0,"❌ 入力できる項目なし"
不完全,"株式会社colorss | 会社について - 地域に寄り添うitパートナー","https://colorss.co.jp/contact.html",4,"⚠️ 会社名未入力"
不完全,"インスリット Linux Web開発 香川県丸亀市","https://www.inslit.co.jp/inquiry/index.html",3,"⚠️ 名前未入力; ⚠️ メール未入力"
入力不可,"都市計画に関する手続きなどについて - ライフステージで探す ...","https://www.city.marugame.lg.jp/life/1/7/39/",0,"❌ 入力できる項目なし"
不完全,"\DX推進・システム開発/土日祝休&車通勤OK!@香川県丸亀市","https://job.fellow-s.co.jp/contact",10,"⚠️ 名前未入力"
入力不可,"トリドールのdx ~これまでとこれから~ | 株主・投資家情報 ...","https://www.toridoll.com/contact/",0,"❌ 入力できる項目なし"
入力不可,"Gis とデータ活用による丸亀製麺の海外店舗開発モデルの構築 ...","https://business-map.esrij.com/page_contact/",0,"❌ 入力できる項目なし"
不完全,"丸亀製麺が次々と迅速に店舗を増やせるのには理由がある ...","https://dxmagazine.jp/contact/",3,"⚠️ 名前未入力; ⚠️ メッセージ未入力; ⚠️ 会社名未入力"
入力不可,"M&Pシステムサービス","https://mp-systemservice.tokyo/#sec06",0,"❌ 入力できる項目なし"
不完全,"Panda株式会社:AIを用いたシステム開発研究","https://pd-panda.com/contact-us/",4,"⚠️ 会社名未入力"
不完全,"Research and Development | 三豊機工株式会社ホームページ ...","https://www.mitsutoyo.co.jp/?page=contact",5,"⚠️ 名前未入力"
入力不可,"MAiZM支援で高専生が起業 - ビジネス香川","https://www.bk-web.jp/inquiry.php",0,"❌ 入力できる項目なし"
入力不可,"Mitoyo - ホーム|三豊市","https://www.city.mitoyo.lg.jp/kurashi/sodan/index.html",0,"❌ 入力できる項目なし"
入力不可,"株式会社三豊ai開発|スピーダ スタートアップ情報リサーチ","https://initial.inc/contact",0,"❌ 入力できる項目なし"
入力不可,"株式会社三豊AI開発 | InfoBase","https://forms.gle/ihxVoq7pLendNahp8",0,"❌ 入力できる項目なし"
入力不可,"Aiで地域課題の解決をめざす、高専が地域と連携して学生起業を ...","https://www.amazon.co.jp/dp/4065410770/ref=nosim?tag=impresswatch-42-22",0,"❌ 入力できる項目なし"
不完全,"香川県 - 日本メディカルシステム株式会社","https://www.jmsys.co.jp/contact-us/",4,"⚠️ 名前未入力; ⚠️ 会社名未入力"
不完全,"コンピューターシステム(株)|愛媛県松山市のソフトウェア ...","https://www.jcsc.co.jp/contact/",10,"⚠️ 名前未入力"
不完全,"株式会社ユイ・システム工房 - 愛媛県松山市|システム開発 ...","https://www.yui-system.jp/?anchor=contact",3,"⚠️ 名前未入力; ⚠️ メッセージ未入力"
不完全,"Soa 愛媛県 松山市 システム開発 ホームページ制作 Ai開発 ...","https://soa55.com/?page_id=89",5,"⚠️ 会社名未入力"
不完全,"愛媛県松山市の企業を全70件表示しています。│It Place えひめ","https://it-place-ehime.jp/contact.html",3,"⚠️ 名前未入力; ⚠️ メッセージ未入力"
不完全,"株式会社ブレイン Brain Inc. |システム開発・顧客管理","https://www.brain.ne.jp/contact/",4,"⚠️ 名前未入力; ⚠️ メッセージ未入力"
不完全,"株式会社npシステム開発 | 企業情報 | 愛媛シゴト図鑑","https://ehime-shigotozukan.com/contact/",4,"⚠️ 名前未入力"
不完全,"システム開発・Web/ホームページ制作・デザイン・BPO - ウイン ...","https://www.pro-win.co.jp/inquiry/",3,"⚠️ 名前未入力; ⚠️ 会社名未入力"
不完全,"株式会社フェローシステム | 愛媛・松山 | ホームページ制作 ...","https://www.fellow.co.jp/inquiry/",5,"⚠️ 名前未入力"
不完全,"株式会社ssp-ソフトウェア開発会社","https://www.s-system.co.jp/contact/mailform/",3,"⚠️ メッセージ未入力; ⚠️ 会社名未入力"
不完全,"株式会社NPシステム開発|えひめが誇るスゴ技","https://sugowaza-ehime.com/contact.php",3,"⚠️ メッセージ未入力; ⚠️ 会社名未入力"
不完全,"株式会社エーシーイーシステム","https://www.ace-sys.co.jp/contact.php",6,"⚠️ 会社名未入力"
入力不可,"日本タタ・コンサルタンシー・サービシズ株式会社のシステム ...","https://www.city.matsuyama.ehime.jp/hodo/202508/furusatokaiki.html",0,"❌ 入力できる項目なし"
不完全,"松山市|システム開発|(株)リーフウェブ|顧客表データ管理 ...","https://leaf-web.net/contact.html",2,"⚠️ 名前未入力; ⚠️ メッセージ未入力; ⚠️ 会社名未入力; ⚠️ 入力項目が少ない (2項目のみ)"
不完全,"松山市のホームページ制作 | 株式会社itc","https://japanitc.com/contact",4,"⚠️ 名前未入力; ⚠️ メッセージ未入力"
不完全,"WebRTCのシステム開発なら! セーバー株式会社","https://www.saver.jp/contact/",2,"⚠️ 名前未入力; ⚠️ メッセージ未入力; ⚠️ 会社名未入力; ⚠️ 入力項目が少ない (2項目のみ)"
入力不可,"会社概要 | 株式会社パルソフトウェアサービス","https://www.palsoft.co.jp/contact/",0,"❌ 入力できる項目なし"
不完全,"有限会社システムアオイ | 愛媛県今治市のシステム開発 ...","https://system-aoi.jp/#contact",4,"⚠️ 会社名未入力"
不完全,"AI治水監視システムを今治市とBEMACが共同開発 « News&Topics","https://www.bemac-jp.com/contact",6,"⚠️ 名前未入力"
入力不可,"株式会社ネッツ|NeTS WEBSITE","https://www.nets-web.co.jp/toiawase/",0,"❌ 入力できる項目なし"
入力不可,"都市政策課 | 今治市","https://www.city.imabari.ehime.jp/tosisei/kyoka/jizensoudan/",0,"❌ 入力できる項目なし"
不完全,"【プレスリリース】今治市とbemacが共同開発したai治水監視 ...","https://www.bemac-fr.com/contact",6,"⚠️ 名前未入力"
不完全,"AI治水監視システムを今治市とBEMACが共同開発 - BizAIdea","https://anode.llc/#contact",3,"⚠️ 名前未入力"
不完全,"株式会社ijc - 四国のuiターン応援サイト Switch★Shikoku ...","https://e-uturn.jp/contact/",6,"⚠️ 会社名未入力"
入力不可,"有限会社アイシンシステム | ホームページ作成からシステム ...","https://www.aishinsys.co.jp/",0,"❌ 入力できる項目なし"
不完全,"今治市地図情報サイト「いまバリィまっぷ」リリース","https://www.hikidashi-ehime.jp/contact",3,"⚠️ 名前未入力; ⚠️ メッセージ未入力"
不完全,"株式会社瀬戸内","https://setouchi.securesite.jp/contact/",3,"⚠️ 名前未入力; ⚠️ 会社名未入力"
不完全,"システムクリエーション","https://sys-cre.jp/contact.html",3,"⚠️ 名前未入力; ⚠️ 会社名未入力"
不完全,"西日本オ・エイ・システム株式会社 | 西日本オ・エイ ...","https://noa-niihama.com/contact.html",3,"⚠️ 名前未入力; ⚠️ 会社名未入力"
入力不可,"新居浜高専PICマイコン学習キットVer.3 完全ガイド - Gihyo Direct","https://direct.gihyo.jp/view/item/000000003021?category_page_id=programming#makeshop-common-contact-url",0,"❌ 入力できる項目なし"
入力不可,"研究開発 | 事業紹介 | 住友金属鉱山株式会社","https://www.smm.co.jp/contact/",0,"❌ 入力できる項目なし"
入力不可,"都市計画課 - 愛媛県新居浜市ホームページ|四国屈指の臨海 ...","https://www.city.niihama.lg.jp/soshiki/",0,"❌ 入力できる項目なし"
入力不可,"システム会社でのシステム開発 愛媛県新居浜市/正社員/年間 ...","https://tenshoku.abi.co.jp/sodan/",0,"❌ 入力できる項目なし"
入力不可,"It・システム開発 | タウン情報のカテゴリー | 新居浜商工会議所","https://www.niicci.or.jp/consultation/",0,"❌ 入力できる項目なし"
不完全,"システムエンジニアリング事業|株式会社シーライブ - Sealive","https://sealive.lmsg.jp/form/26488/QqyrZAov",3,"⚠️ 名前未入力; ⚠️ メッセージ未入力"
不完全,"Sunabacoの受講生が開発した災害対応アプリが、新居浜市 ...","https://sunabaco.com/contact/",4,"⚠️ 会社名未入力"
不完全,"オプターク | システム最適化 - dx","https://www.optarc.net/",6,"⚠️ 会社名未入力"
入力不可,"西条市路線情報提供システム(市道の路線名等が確認できます ...","https://www.city.saijo.ehime.jp/life/1/5/",0,"❌ 入力できる項目なし"
入力不可,"国産バーク材原料「ブラックバークペレット」開発に成功 ...","https://www.kiyomoto.co.jp/inquiry/",0,"❌ 入力できる項目なし"
不完全,"ローカルエナジーシステム、愛媛県西条市に脱炭素バイオマス ...","https://www.setsubitoushi-journal.com/contact",4,"⚠️ 名前未入力"
入力不可,"高知システム開発","https://www.aok-net.co.jp/contact/",0,"❌ 入力できる項目なし"
入力不可,"高知システム開発・テキスト版","https://www.aok-net.com/madoguchi.htm",0,"❌ 入力できる項目なし"
入力不可,"高知システムズ|システム開発・ネットワーク・情報セキュリティ","https://www.ksco.co.jp/contact",0,"❌ 入力できる項目なし"
不完全,"株式会社テックス|高知を拠点とするシステム開発会社 - 誠実 ...","https://www.tecsnet.co.jp/contact/",5,"⚠️ 名前未入力"
入力不可,"株式会社システム二十一 - 高知県 - システム開発","https://kochis21.co.jp/#contact",0,"❌ 入力できる項目なし"
入力不可,"株式会社高知システム開発 | シカクの窓","https://www.naiiv.net/publicsupport/",0,"❌ 入力できる項目なし"
不完全,"【株式会社高知システム開発】市場シェアNo.1の内閣総理大臣 ...","https://readspeaker.jp/contact",5,"⚠️ 名前未入力"
不完全,"南国システムサービス株式会社 - Kisa 鹿児島県情報サービス ...","https://www.kisa.or.jp/inquiry/",4,"⚠️ メッセージ未入力"
不完全,"AI開発のノウハウを蓄積し自社製品の開発へ - Aidemy","https://business.aidemy.net/contact",6,"⚠️ 名前未入力"
入力不可,"南国市公式ホームページ","https://www.city.nankoku.lg.jp/life/life_dtl.php?hdnKey=2520",0,"❌ 入力できる項目なし"
入力不可,"パシフィックソフトウエア開発株式会社","https://pacificsoftware.co.jp/contacttop/",0,"❌ 入力できる項目なし"
不完全,"【消防科学総合センター理事長賞】Fmラジオを活用した防災情報 ...","https://www.bousaihaku.com/contact/start",5,"⚠️ 名前未入力; ⚠️ 会社名未入力"
入力不可,"第2次四万十市環境基本計画について - 四万十市公式ホームページ","https://www.city.shimanto.lg.jp/site/plans/3423.html#sp_headline_0",0,"❌ 入力できる項目なし"
不完全,"全国対応可能 福岡のシステム開発会社 | 業務系システム ...","https://www.iteles.co.jp/inquiry/",4,"⚠️ 会社名未入力"
不完全,"株式会社エナシス(システム開発 福岡)","https://www.enasys.co.jp/contact/",4,"⚠️ メッセージ未入力"
不完全,"あやたかシステム開発 | 福岡 | システム開発 | オーダーメイド ...","https://www.ayataka.co.jp/contact/",4,"⚠️ 会社名未入力"
不完全,"福岡 システム開発|エモーションウェーブ株式会社|Emotion ...","https://www.uewave.com/contact/index.html",2,"⚠️ 名前未入力; ⚠️ メッセージ未入力; ⚠️ 会社名未入力; ⚠️ 入力項目が少ない (2項目のみ)"
不完全,"九州コーディシステム株式会社|九州・福岡システム開発 ...","https://qks.co.jp/contact",3,"⚠️ 会社名未入力"
不完全,"株式会社ビットキューブ|福岡のシステム開発会社","https://www.bitqube.co.jp/%E3%81%8A%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B",6,"⚠️ 名前未入力; ⚠️ 会社名未入力"
不完全,"福岡のシステム開発は株式会社ブラテック","https://www.bratech.co.jp/contact/",7,"⚠️ 名前未入力"
不完全,"福岡のシステム開発はアールシーネットワーク株式会社へ |It ...","https://www.rcn.co.jp/#contact",3,"⚠️ 名前未入力; ⚠️ 会社名未入力"
不完全,"株式会社サンテクノス | 福岡市 システム開発","https://santechnos.com/contact/",4,"⚠️ 名前未入力"
不完全,"株式会社Miaou | 福岡システム開発","https://www.miaoux2.jp/blank-2",5,"⚠️ 会社名未入力"
不完全,"ファイルメーカー専門システム開発と技術サポート:ヨナ ...","https://www.yonah-systems.co.jp/#form",4,"⚠️ 会社名未入力"
不完全,"福岡市のソフトウェア会社丨システム開発ならカラソル株式会社","https://karasol.co.jp/contact/",4,"⚠️ 名前未入力"
入力不可,"【公式】アーモン株式会社|福岡|システム開発|WEBサイト制作","https://armon.co.jp/category/contact/",0,"❌ 入力できる項目なし"
不完全,"株式会社エヌ・エス・エックス|システム開発・構築企画・Web ...","https://www.nsx-net.co.jp/contact/index.html",2,"⚠️ 名前未入力; ⚠️ メッセージ未入力; ⚠️ 会社名未入力; ⚠️ 入力項目が少ない (2項目のみ)"
不完全,"福岡県のシステム開発会社|株式会社egoba","https://egoba.co.jp/contact.html",5,"⚠️ メール未入力"
不完全,"システム開発のことなら福岡のマイクロコート株式会社へ","https://www.mccweb.com/contact/",5,"⚠️ メッセージ未入力"
不完全,"福岡の受託システム開発・Awsインフラ 株式会社motocle ...","https://motocle.com/contact/",1,"⚠️ 名前未入力; ⚠️ メッセージ未入力; ⚠️ 会社名未入力; ⚠️ 入力項目が少ない (1項目のみ)"
不完全,"株式会社スティレリベロ|福岡・久留米|システム開発|IT","https://stile-libero.jp/contact/",2,"⚠️ メッセージ未入力; ⚠️ 会社名未入力; ⚠️ 入力項目が少ない (2項目のみ)"
不完全,"福岡のシステム開発は「シェフのお任せit」 | 株式会社サイバー ...","https://www.cyberbeing.co.jp/contact",3,"⚠️ 名前未入力; ⚠️ 会社名未入力"
不完全,"システム開発 福岡/株式会社エーシーティー","http://www.kk-act.jp/contact/index.html",2,"⚠️ 名前未入力; ⚠️ メッセージ未入力; ⚠️ 会社名未入力; ⚠️ 入力項目が少ない (2項目のみ)"
入力不可,"【福岡】It / システム開発・設計・コンサルティング 株式会社sat","https://www.sat.ne.jp/#contact",0,"❌ 入力できる項目なし"
不完全,"福岡・東京のシステム開発会社 (株)ユーフィット - 福岡・東京 ...","https://www.youfit.co.jp/contact",6,"⚠️ 会社名未入力"
不完全,"【公式】有限会社システムハウス大浦 | 福岡市のシステム開発","https://www.system-house-ooura.co.jp/about.php#contact",5,"⚠️ 会社名未入力"
